name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,dissolution_date,date_of_organization_meeting,reason_for_administrative,mailing_address
MORNINGSTAR CREDIT INFORMATION & ANALYTICS LLC,LLC,Active,,1364247,2022-03-31,22 WEST WASHINGTON STREET,CHICAGO,United States,60602,IL,Compliancemail@cscinfo.com,Foreign,2020-10-27,DE,DE,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",,2021-11-10 00:12:42.0566667,2020-11-01,MORNINGSTAR CREDIT INFORMATION & ANALYTICS LLC,United States,,,,,,,,,,,,,,,,,,,
HART?S HOME RENOVATION LLC,LLC,Active,Annual report past due,1364248,2021-03-31,11 SUGAR HILL RD,KILLINGWORTH,United States,06419,CT,HART4CURT@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Siding Contractors (238170),238170.0,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,,,,,,,
JT CLEANING SERVICE LLC,LLC,Active,Annual report past due,1364249,2021-03-31,287 ALLISON DRIVE,TORRINGTON,United States,06790,CT,DFCOOP@OPTONLINE.NET,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,,,,,,,
MJENEEN FOREVER STORIES LLC,LLC,Active,Annual report past due,1364289,2021-03-31,49 SEAVIEW AVENUE,WEST HAVEN,United States,06516,CT,MJENEENSTORIES@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,True,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:34.9133333,,,,,,,,,,,,,,,,,,,,,,
"9C, LLC",LLC,Active,,1364341,2022-03-31,421-B MAIN ST,RIDGEFIELD,United States,06877,CT,rciota@ciotalegal.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:12:37.5700000,,,,,,,,,,,,,,,,,,,,,,
INI COSMETICS TINGZ LLC,LLC,Active,Annual report past due,1364381,2021-03-31,6 LANDMARK SQ FL 4,STAMFORD,United States,06901,CT,SLEMARSLEY@YAHOO.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,
AMERICOLD REALTY STATUTORY TRUST,Statutory Trust,Active,,1364392,2021-10-27,10 GLENLAKE PARKWAY 600 SOUTH TOWER,ATLANTA,,30328,GA,,Foreign,2020-10-27,MD,MD,False,False,False,False,False,,,2021-11-10 00:12:38.9933333,2020-10-28,AMERICOLD REALTY TRUST,,,,,,,,,,,,,,,,,,,,
PALOMAR ENTERPRISE INCORPORATED,Stock,Active,Annual report past due,1364405,2021-10-27,302 W. MISSION AVE,ESCONDIDO,,92025,CA,JENNIFER@HOLIDAYWINECELLAR.COM,Foreign,2020-10-27,CA,CA,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:12:39.6666667,2020-10-19,PALOMAR ENTERPRISE INCORPORATED,,,,,,,,,,,,,,,,,,,,
FAUXTOPIA MEDIA LLC,LLC,Active,,1364407,2022-03-31,86 BUFF CAP RD UNIT F1,TOLLAND,United States,06084,CT,AmericanGirlsPod@gmail.com,Domestic,2020-10-27,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,
SAUL AGUILAR F LLC,LLC,Active,Annual report past due,1364424,2021-03-31,114 MONROE ST,NEW BRITAIN,,06052,CT,,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
OLD 2 NEW UNDER 1 ROOF LLC,LLC,Active,Annual report past due,1364425,2021-03-31,769 NEW HARWINTON RD.,TORRINGTON,,06790,CT,OLD2NEWUNDER1ROOF@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Used Merchandise Stores (453310),453310.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
"R & M LEASING, INC.",Stock,Active,Annual report past due,1364429,2021-10-27,540 SULIVAN AVE.,SOUTH WINDSOR,,06074,CT,,Foreign,2020-10-27,OH,OH,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:40.3366667,2020-11-02,"R & M LEASING, INC.",,,,,,,,,,,,,,,,,,,,
THE TEC ENTERPRISES LLC,LLC,Active,,1364430,2022-03-31,50 WHITTIER ROAD,NEW HAVEN,United States,06515,CT,compliance@zenbusiness.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Child and Youth Services (624110),624110.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
20 VIRGINIA DRIVE EASTON LLC,LLC,Active,Annual report past due,1364432,2021-03-31,20 VIRGINIA DRIVE,EASTON,United States,06612,CT,GOLDCOASTHOUSES@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
"LANDITH REALTY, LTD.",Stock,Active,,1364484,2022-10-27,250 PARK AVENUE,NEW YORK,United States,10177,NY,L.TSAVARIS@LANDITHREALTY.COM,Foreign,2020-10-27,NY,NY,True,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:42.7433333,2020-10-15,"LANDITH REALTY, LTD.",,,,,,,,,,,,,,,,,,,,
AAM MARKET LLC,LLC,Active,Annual report past due,1364494,2021-03-31,26 HOTCHKISS STREET 2ND FLOOR,WATERBURY,,06704,CT,ANDREMCCOY17@GMAIL.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Supermarkets and Other Grocery (except Convenience) Stores (445110),445110.0,2021-11-10 00:12:43.3833333,,,,,,,,,,,,,,,,,,,,,,
"VALLEY CENTER FOR THE ARTS, INC.",Non-Stock,Active,First report past due,1364550,2021-01-25,No information provided,,,,,,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:12:36.9300000,,,,,,,,,,,,,,,,,,,,,,
"ROADWAY ADVANTAGE MOTOR CLUB, INC.",Stock,Active,,1364791,2022-10-27,1240 N. LAKEVIEW AVENUE SUITE 285,ANAHEIM,,92807,CA,JEANNIE@ROADWAYADVANTAGE.COM,Foreign,2020-10-27,DE,DE,False,False,False,False,False,All Other Insurance Related Activities (524298),524298.0,2021-11-10 00:12:37.5866667,2020-10-01,"ROADWAY ADVANTAGE MOTOR CLUB, INC.",,,,,,,,,,,,,,,,,,,,
"THE COLEMAN COMPANY, INC.",Stock,Active,,1364797,2022-10-27,180 NORTH LASALLE STREET,CHICAGO,United States,60601,IL,compliancemail@cscinfo.com,Foreign,2020-10-27,DE,DE,False,False,False,False,False,All Other Support Services (561990),561990.0,2021-11-10 00:12:37.5866667,2020-06-15,"THE COLEMAN COMPANY, INC.",,,,,,,,,,,,,,,annualreports@cscglobal.com,,,,,
"ENGINEERING ECONOMICS, INC.",Stock,Active,,1364805,2022-10-27,780 SIMMS STREET,GOLDEN,United States,80401,CO,BLAKE.HICKOK@EEIENGINEERS.COM,Foreign,2020-10-27,CO,CO,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:12:37.5866667,2020-10-15,"ENGINEERING ECONOMICS, INC.",,,,,,,,,,,,,,,,SUITE 210,,,,
"1707 CAPITAL GROWTH FUND I, LIMITED PARTNERSHIP",Limited Partnership,Active,,1364807,2022-10-27,"C/O 1707 CAPITAL GROWTH FUND I, GP LLC 46 MILBANK AVENUE",GREENWICH,United States,06830,CT,EOPPEDISANO@1707CAPITAL.COM,Foreign,2020-10-27,DE,DE,False,False,False,False,False,Other Financial Vehicles (525990),,2021-11-10 00:12:37.5866667,2020-10-27,"1707 CAPITAL GROWTH FUND I, LIMITED PARTNERSHIP",,,,,,,,,,,,,,,beccleston@1707capital.com,,,,,
"1707 CAPITAL GROWTH FUND I, GP LLC",LLC,Active,,1364832,2022-03-31,46 MILBANK AVE,GREENWICH,United States,06830,CT,beccleston@1707capital.com,Foreign,2020-10-27,DE,DE,False,False,False,False,False,Investment Advice (523930),,2021-11-10 00:12:38.9933333,2020-10-27,"1707 CAPITAL GROWTH FUND I, GP LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,,
CARPUTTY INC.,Stock,Active,,1364849,2022-10-27,21 WEST MAIN STREET 6TH FLOOR,WATERBURY,,06702,CT,PBAYLISS@CARPUTTY.COM,Foreign,2020-10-27,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:39.6666667,2020-11-01,CARPUTTY INC.,,,,,,,,,,,,,,,,,,,,
"ROOST COS COB, LLC",LLC,Active,,1364864,2022-03-31,236 EAST PUTNAM AVENUE,COS COB,United States,06807,CT,carpat159@aol.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
"HILLSIDE MOBILE SERVICES, LLC",LLC,Active,,1364865,2022-03-31,74 MILL ROAD,WOODBURY,United States,06798,CT,Bruceharrelson02@gmail.com,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
PROJECT IMO INC.,Non-Stock,Active,Annual report past due,1364870,2022-02-26,50 LARROW DRIVE,NORTH WINDHAM,United States,06256,CT,JASON@PROJECTIMO.ORG,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
MOTION SPECIALISTS LLC,LLC,Dissolved,,1364132,2021-03-31,3000 MAIN ST,STRATFORD,United States,06614,CT,SUPPORT@SPTHOMAS.COM,Domestic,2020-10-27,CT,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),,2021-11-10 00:06:24.8533333,,,,,,,,,,,,,,,,,,,2020-11-05T00:00:00.000,,,
R & R MARINE LLC,LLC,Active,Annual report past due,1364223,2021-03-31,2955 HUNTINGTON RD,TRUMBULL,United States,06611,CT,PAULYO11476@AOL.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Boat Dealers (441222),441222.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
COLLABORATIVE STRENGTH LLP,LLP,Active,Annual report past due,1364224,2021-10-28,251B AGAWAM DR,STRATFORD,United States,06614,CT,DRSOPHIA@COLLABORATIVESTRENGTH.NET,Domestic,2020-10-28,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
OASIS BOTTLE SERVICE LLC,LLC,Active,Annual report past due,1364225,2021-03-31,68 BOULANGER AVE,WEST HARTFORD,United States,06110,CT,REVIVE@YOUROASIS.WORLD,Domestic,2020-10-28,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
CT PALM TREES & TROPICALS LLC,LLC,Active,,1364226,2022-03-31,72 MORGAN AVE,EAST HAVEN,United States,06512,CT,anthony@hamiltonconnection.com,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Nursery and Tree Production (111421),111421.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,
KEYNDRA LEWIS LMFT LLC,LLC,Active,,1364227,2022-03-31,116 COURTLAND AVENUE,WATERBURY,United States,06705,CT,Keyndra@keyndralewislmft.com,Domestic,2020-10-28,CT,Connecticut,True,False,True,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
THIRD & IVY LLC,LLC,Active,,1364235,2022-03-31,"396 ALHAMBRA CIR, STE 14",CORAL GABLES,United States,33134,FL,karen@thirdandivy.com,Foreign,2020-10-28,FL,FL,False,False,False,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:12:41.0566667,2020-11-01,THIRD & IVY LLC,United States,"396 ALHAMBRA CIR, STE 14, CORAL GABLES, FL, 33134, United States","396 ALHAMBRA CIR, STE 14",CORAL GABLES,FL,33134,United States,"396 ALHAMBRA CIR, STE 14, CORAL GABLES, FL, 33134, United States","396 ALHAMBRA CIR, STE 14",CORAL GABLES,FL,33134,United States,,,,,,,
"ELI GROUP 2, LLC",LLC,Active,Annual report past due,1364236,2021-03-31,"32 CHURCH HILL ROAD, 2ND FL., BUILDING A",NEWTOWN,,06470,CT,,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
FREEDOM BAIL BONDS LLC,LLC,Active,Annual report past due,1364238,2021-03-31,25 MAIN ST. SUITE 262,SOUTHINGTON,United States,06489,CT,YASHIRASANCHEZ228@GMAIL.COM,Domestic,2020-10-28,CT,Connecticut,False,False,True,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
EVERY NEED TRUCKING LLC,LLC,Dissolved,,1364239,2021-03-31,9 TREVOR LANE,EAST GRANBY,United States,06026,CT,EVERYNEEDTRUCKING@GMAIL.COM,Domestic,2020-10-28,CT,Connecticut,True,False,True,False,False,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)",484230.0,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,2021-03-31T00:00:00.000,,,
TELMO CHACHA LLC,LLC,Active,Annual report past due,1364241,2021-03-31,182 WILLETTS AVE,NEW LONDON,United States,06320,CT,WENDY@DURANGOAGENCY.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
63 KIMBERLY AVE LLC,LLC,Active,,1364242,2022-03-31,63 KIMBERLY AVENUE,NEW HAVEN,United States,06519,CT,jespinal@ibstax.com,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
RECYCLE ALL L.L.C.,LLC,Active,Annual report past due,1364243,2021-03-31,88 WESTLAND STREET,HARTFORD,United States,06120,CT,EFILE1234@INCFILE.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
E&A AUTO REPAIR LLC,LLC,Active,Annual report past due,1364244,2021-03-31,13 SPRING ST APT 2A,WILLIMANTIC,United States,06226,CT,EFILE1234@INCFILE.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,
"LORDSHIP HOMECARE, LLC",LLC,Active,,1364246,2022-03-31,"2505 MAIN STREET, SUITE 221",STRATFORD,United States,06615,CT,kevin@kevinkellylaw.com,Domestic,2020-10-28,CT,Connecticut,True,False,False,False,False,Services for the Elderly and Persons with Disabilities (624120),624120.0,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,,,,,,,
PANNELL TECH CONSULTING & HOME IMPROVEMENT LLC,LLC,Active,Annual report past due,1364250,2021-03-31,1490 LAUREL AVENUE,BRIDGEPORT,United States,06604,CT,HTECHCONSULT@GMAIL.COM,Domestic,2020-10-28,CT,Connecticut,False,False,True,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,,,,,,,
"VAKO, LLC",LLC,Active,Annual report past due,1364251,2021-03-31,733 EAST MAIN STREET SUITE 3A,TORRINGTON,United States,06790,CT,JPAULVANCE@AOL.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,,,,,,,
MOUNTAINSIDE EXCAVATING LLC,LLC,Active,,1364252,2022-03-31,509 CHERRY STREET EXT,NAUGATUCK,United States,06770,CT,mountainsideexcavating@yahoo.com,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Site Preparation Contractors (238910),238910.0,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,,,,,,,
TOGETHER DESIGN CO.,Stock,Active,Annual report past due,1364253,2022-01-26,38 LUKE HILL RD,BETHANY,United States,06524,CT,KAREN76217@HOTMAIL.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),541490.0,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,10000.0,,,,,,
LAMC ENTERPRISES LLC,LLC,Active,Annual report past due,1364254,2021-03-31,20 SCODON DRIVE,RIDGEFIELD,United States,06877,CT,LAMCENTERPRISES@GMAIL.COM,Domestic,2020-10-28,CT,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,,,,,,,
"SONICK GROUP, LLP",LLP,Active,,1364255,2022-10-28,26 DOVER ROAD,NEWINGTON,United States,06111,CT,SONYAR@SONICKGROUP.COM,Domestic,2020-10-28,CT,Connecticut,True,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,,sonyar@sonickgroup.com,,,,,
"WI ACQUISITIONS, LLC",LLC,Active,,1364256,2022-03-31,265 POST ROAD WEST,WESTPORT,United States,06880,CT,jzolan@randrealestate.com,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,,,,,,,
KIAZIM LLC,LLC,Active,,1364257,2022-03-31,506 COMO AVENUE,WATERBURY,United States,06708,CT,rkiazim@gmail.com,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:42.0566667,,,,,,,,,,,,,,,,,,,,,,
35 GLEN STREET LLC,LLC,Active,Annual report past due,1364258,2021-03-31,300 MERRICK RD STE 308,LYNBROOK,,11563,NY,,Foreign,2020-10-28,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:42.0566667,2020-10-26,35 GLEN STREET LLC,,"1209 MERRICK RD, WILMINGTON, DE, 19801,",1209 MERRICK RD,WILMINGTON,DE,19801,,"1209 ORANGE ST, WILMINGTON, DE, 19801,",1209 ORANGE ST,WILMINGTON,DE,19801,,,,,,,,
ENERGREEN AMERICA INC.,Stock,Active,,1364259,2022-10-28,1242 NOWELL DRIVE,AUGUSTA,,30901,GA,LARRY.KATZER@ENERGREENAMERICA.COM,Foreign,2020-10-28,GA,GA,False,False,False,False,False,Industrial Machinery and Equipment Merchant Wholesalers (423830),423830.0,2021-11-10 00:12:42.0566667,2020-10-22,ENERGREEN AMERICA INC.,,,,,,,,,,,,,,,,,,,,
"ARG STWINCT001, LLC",LLC,Active,,1364260,2022-03-31,38 WASHINGTON SQUARE,NEWPORT,United States,02840,RI,annualreports@cscglobal.com,Foreign,2020-10-28,DE,DE,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:42.0566667,2020-10-30,"ARG STWINCT001, LLC",,"251 Little Falls Dr, Wilmington, DE, 19808-1674, United States",251 Little Falls Dr,Wilmington,DE,19808-1674,United States,"251 Little Falls Dr, Wilmington, DE, 19808-1674, United States",251 Little Falls Dr,Wilmington,DE,19808-1674,United States,,carina.dunlap@cscglobal.com,,,,,
"A-TECH COMMERCIAL PARTS AND SERVICE, LLC",LLC,Active,,1364262,2022-03-31,428 HAYDEN STATION RD,WINDSOR,United States,06095,CT,aimee.dinnis@nacps.com,Foreign,2020-10-28,DE,DE,False,False,False,False,False,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),811310.0,2021-11-10 00:12:42.0566667,2019-10-15,"A-TECH COMMERCIAL PARTS AND SERVICE, LLC",United States,,,,,,,,,,,,,,,,,,,
CA EXECUTIVE RECRUITING LIMITED PARTNERSHIP,Limited Partnership,Active,,1364263,2022-10-28,"415 GREENWICH STREET, SUITE 8-C",NEW YORK,United States,10013,NY,JARCHER@CATALYSTADVISORSLP.COM,Foreign,2020-10-28,DE,DE,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,2021-11-10 00:12:42.7433333,2020-09-01,"CATALYST ADVISORS, L.P.",,,,,,,,,,,,,,,tdisessa@rrbb.com,,,,,
"62-64 BANK STREET, LLC",LLC,Active,,1364264,2022-03-31,20 SHANNON LANE,COS COB,United States,06807,CT,toybox@optonline.net,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
GOLDEN NUTRITIONAL HEALTH FOOD STORE CO.,Non-Stock,Active,First report past due,1364265,2021-01-26,No information provided,,,,,MILEDYMARMOL@YAHOO.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Food (Health) Supplement Stores (446191),446191.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
TIDY HOME LLC,LLC,Active,Annual report past due,1364266,2021-03-31,3395 PARK AVENUE,FAIRFIELD,United States,06825,CT,HELLO@TIDYHOMEORGANIZING.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
MTKCUP LLC,LLC,Dissolved,,1364267,2021-03-31,78 COLONY ROAD,GROTON,United States,06340,CT,3FISHWIVES@GMAIL.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,2021-01-27T00:00:00.000,,,
EXECUTIVE HAND CAR WASH ENTERPRISES LLC,LLC,Active,Annual report past due,1364268,2021-03-31,885 NORTH MAIN STREET UNIT 1,WATERBURY,United States,06704,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
"WF OPEN, LLC",LLC,Active,,1364269,2022-03-31,33 NORTH WATER STREET UNIT 610,NORWALK,United States,06854,CT,MARILYN@LIQUORPERMIT.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
J CALVAC'S HANDYMAN LLC,LLC,Active,,1364270,2022-03-31,79 FINNEY LN APT 2,STAMFORD,United States,06902,CT,YEISONJEREMIAS@HOTMAIL.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
STAR MEDIA PRODUCTION LLC,LLC,Active,Annual report past due,1364271,2021-03-31,1102 WESTOVER ROAD,STAMFORD,United States,06902,CT,STARMEDIACT@GMAIL.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
"STEAKHOUSE 1 RESTAURANT & BAR, LLC",LLC,Active,Annual report past due,1364272,2021-03-31,35 POQUONOCK AVENUE,WINDSOR,United States,06095,CT,ENZODOMENICS@GMAIL.COM,Domestic,2020-10-28,CT,Connecticut,True,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
RENRAW LLC,LLC,Active,Annual report past due,1364273,2021-03-31,25 LYNMOOR PLACE,HAMDEN,United States,06517,CT,RENRAWGROUP@GMAIL.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
"CAT INVESTMENTS, LLC",LLC,Active,,1364274,2022-03-31,36 PEARL STREET,MANCHESTER,United States,06040,CT,therondebella@sbcglobal.net,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
RTE. 12 TREASURES LLC,LLC,Active,Annual report past due,1364275,2021-03-31,505 NORWICH ROAD,PLAINFIELD,United States,06374,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
E&F SOLUTIONS LLC,LLC,Active,Annual report past due,1364276,2021-03-31,54 CROSS HILL ROAD,MONROE,United States,06468,CT,EFSOLUTIONS2020EF@GMAIL.COM,Domestic,2020-10-28,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:42.7433333,,,,,,,,,,,,,,,,,,,,,,
